Detailed,,,,,,,,,
 ==================== ,,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Surpass Object,Time,ID
Intensity Mean,5.43943,,Surface,7,,Image 1,Surface contact Area - cd68,1,27
Intensity Mean,0.654762,,Surface,1,,Image 1,Surface contact Area - cd68,1,28
Intensity Mean,6.6369,,Surface,2,,Image 1,Surface contact Area - cd68,1,28
Intensity Mean,0.31746,,Surface,3,,Image 1,Surface contact Area - cd68,1,28
Intensity Mean,17.5486,,Surface,4,,Image 1,Surface contact Area - cd68,1,28
Intensity Mean,17.5486,,Surface,5,,Image 1,Surface contact Area - cd68,1,28
Intensity Mean,0.654762,,Surface,6,,Image 1,Surface contact Area - cd68,1,28
Intensity Mean,6.6369,,Surface,7,,Image 1,Surface contact Area - cd68,1,28
Intensity Mean,1.16667,,Surface,1,,Image 1,Surface contact Area - cd68,1,29
Intensity Mean,0.583333,,Surface,2,,Image 1,Surface contact Area - cd68,1,29
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,29
Intensity Mean,48.4167,,Surface,4,,Image 1,Surface contact Area - cd68,1,29
Intensity Mean,48.4167,,Surface,5,,Image 1,Surface contact Area - cd68,1,29
Intensity Mean,1.16667,,Surface,6,,Image 1,Surface contact Area - cd68,1,29
Intensity Mean,0.583333,,Surface,7,,Image 1,Surface contact Area - cd68,1,29
Intensity Mean,3.15556,,Surface,1,,Image 1,Surface contact Area - cd68,1,30
Intensity Mean,4.94815,,Surface,2,,Image 1,Surface contact Area - cd68,1,30
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,30
Intensity Mean,37.2296,,Surface,4,,Image 1,Surface contact Area - cd68,1,30
Intensity Mean,37.2296,,Surface,5,,Image 1,Surface contact Area - cd68,1,30
Intensity Mean,3.15556,,Surface,6,,Image 1,Surface contact Area - cd68,1,30
Intensity Mean,4.94815,,Surface,7,,Image 1,Surface contact Area - cd68,1,30
Intensity Mean,0.449915,,Surface,1,,Image 1,Surface contact Area - cd68,1,31
Intensity Mean,3.68761,,Surface,2,,Image 1,Surface contact Area - cd68,1,31
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,31
Intensity Mean,15.4261,,Surface,4,,Image 1,Surface contact Area - cd68,1,31
Intensity Mean,15.4261,,Surface,5,,Image 1,Surface contact Area - cd68,1,31
Intensity Mean,0.448217,,Surface,6,,Image 1,Surface contact Area - cd68,1,31
Intensity Mean,3.65365,,Surface,7,,Image 1,Surface contact Area - cd68,1,31
Intensity Mean,0.418605,,Surface,1,,Image 1,Surface contact Area - cd68,1,32
Intensity Mean,3.12625,,Surface,2,,Image 1,Surface contact Area - cd68,1,32
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,32
Intensity Mean,12.309,,Surface,4,,Image 1,Surface contact Area - cd68,1,32
Intensity Mean,12.309,,Surface,5,,Image 1,Surface contact Area - cd68,1,32
Intensity Mean,0.17608,,Surface,6,,Image 1,Surface contact Area - cd68,1,32
Intensity Mean,1.01661,,Surface,7,,Image 1,Surface contact Area - cd68,1,32
Intensity Mean,0.37633,,Surface,1,,Image 1,Surface contact Area - cd68,1,33
Intensity Mean,5.25931,,Surface,2,,Image 1,Surface contact Area - cd68,1,33
Intensity Mean,0.113032,,Surface,3,,Image 1,Surface contact Area - cd68,1,33
Intensity Mean,8.49069,,Surface,4,,Image 1,Surface contact Area - cd68,1,33
Intensity Mean,8.49069,,Surface,5,,Image 1,Surface contact Area - cd68,1,33
Intensity Mean,0.224734,,Surface,6,,Image 1,Surface contact Area - cd68,1,33
Intensity Mean,5.01862,,Surface,7,,Image 1,Surface contact Area - cd68,1,33
Intensity Mean,0.359593,,Surface,1,,Image 1,Surface contact Area - cd68,1,34
Intensity Mean,6.11781,,Surface,2,,Image 1,Surface contact Area - cd68,1,34
Intensity Mean,0.060563,,Surface,3,,Image 1,Surface contact Area - cd68,1,34
Intensity Mean,9.14194,,Surface,4,,Image 1,Surface contact Area - cd68,1,34
Intensity Mean,9.14194,,Surface,5,,Image 1,Surface contact Area - cd68,1,34
Intensity Mean,0.35084,,Surface,6,,Image 1,Surface contact Area - cd68,1,34
Intensity Mean,5.97824,,Surface,7,,Image 1,Surface contact Area - cd68,1,34
Intensity Mean,0.364865,,Surface,1,,Image 1,Surface contact Area - cd68,1,35
Intensity Mean,3.7027,,Surface,2,,Image 1,Surface contact Area - cd68,1,35
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,35
Intensity Mean,8.22973,,Surface,4,,Image 1,Surface contact Area - cd68,1,35
Intensity Mean,8.22973,,Surface,5,,Image 1,Surface contact Area - cd68,1,35
Intensity Mean,0.364865,,Surface,6,,Image 1,Surface contact Area - cd68,1,35
Intensity Mean,3.7027,,Surface,7,,Image 1,Surface contact Area - cd68,1,35
Intensity Mean,0.219442,,Surface,1,,Image 1,Surface contact Area - cd68,1,36
Intensity Mean,3.5948,,Surface,2,,Image 1,Surface contact Area - cd68,1,36
Intensity Mean,0.00288739,,Surface,3,,Image 1,Surface contact Area - cd68,1,36
Intensity Mean,7.2512,,Surface,4,,Image 1,Surface contact Area - cd68,1,36
Intensity Mean,7.2512,,Surface,5,,Image 1,Surface contact Area - cd68,1,36
Intensity Mean,0.219442,,Surface,6,,Image 1,Surface contact Area - cd68,1,36
Intensity Mean,3.5794,,Surface,7,,Image 1,Surface contact Area - cd68,1,36
Intensity Mean,0.031339,,Surface,1,,Image 1,Surface contact Area - cd68,1,37
Intensity Mean,3.41595,,Surface,2,,Image 1,Surface contact Area - cd68,1,37
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,37
Intensity Mean,10.8405,,Surface,4,,Image 1,Surface contact Area - cd68,1,37
Intensity Mean,10.8405,,Surface,5,,Image 1,Surface contact Area - cd68,1,37
Intensity Mean,0.031339,,Surface,6,,Image 1,Surface contact Area - cd68,1,37
Intensity Mean,3.41595,,Surface,7,,Image 1,Surface contact Area - cd68,1,37
Intensity Mean,0.403933,,Surface,1,,Image 1,Surface contact Area - cd68,1,38
Intensity Mean,3.53404,,Surface,2,,Image 1,Surface contact Area - cd68,1,38
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,38
Intensity Mean,11.6172,,Surface,4,,Image 1,Surface contact Area - cd68,1,38
Intensity Mean,11.6172,,Surface,5,,Image 1,Surface contact Area - cd68,1,38
Intensity Mean,0.403933,,Surface,6,,Image 1,Surface contact Area - cd68,1,38
Intensity Mean,3.53404,,Surface,7,,Image 1,Surface contact Area - cd68,1,38
Intensity Mean,0.944444,,Surface,1,,Image 1,Surface contact Area - cd68,1,39
Intensity Mean,3.5,,Surface,2,,Image 1,Surface contact Area - cd68,1,39
Intensity Mean,0.0185185,,Surface,3,,Image 1,Surface contact Area - cd68,1,39
Intensity Mean,20.6296,,Surface,4,,Image 1,Surface contact Area - cd68,1,39
Intensity Mean,20.6296,,Surface,5,,Image 1,Surface contact Area - cd68,1,39
Intensity Mean,0.944444,,Surface,6,,Image 1,Surface contact Area - cd68,1,39
Intensity Mean,3.5,,Surface,7,,Image 1,Surface contact Area - cd68,1,39
Intensity Mean,2.31818,,Surface,1,,Image 1,Surface contact Area - cd68,1,40
Intensity Mean,3.13636,,Surface,2,,Image 1,Surface contact Area - cd68,1,40
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,40
Intensity Mean,30.1364,,Surface,4,,Image 1,Surface contact Area - cd68,1,40
Intensity Mean,30.1364,,Surface,5,,Image 1,Surface contact Area - cd68,1,40
Intensity Mean,2.31818,,Surface,6,,Image 1,Surface contact Area - cd68,1,40
Intensity Mean,3.13636,,Surface,7,,Image 1,Surface contact Area - cd68,1,40
Intensity Mean,0.365337,,Surface,1,,Image 1,Surface contact Area - cd68,1,41
Intensity Mean,5.90056,,Surface,2,,Image 1,Surface contact Area - cd68,1,41
Intensity Mean,0.250312,,Surface,3,,Image 1,Surface contact Area - cd68,1,41
Intensity Mean,10.5106,,Surface,4,,Image 1,Surface contact Area - cd68,1,41
Intensity Mean,10.5106,,Surface,5,,Image 1,Surface contact Area - cd68,1,41
Intensity Mean,0.354738,,Surface,6,,Image 1,Surface contact Area - cd68,1,41
Intensity Mean,5.40898,,Surface,7,,Image 1,Surface contact Area - cd68,1,41
Intensity Mean,1.16657,,Surface,1,,Image 1,Surface contact Area - cd68,1,42
Intensity Mean,5.84408,,Surface,2,,Image 1,Surface contact Area - cd68,1,42
Intensity Mean,0.0754977,,Surface,3,,Image 1,Surface contact Area - cd68,1,42
Intensity Mean,22.1758,,Surface,4,,Image 1,Surface contact Area - cd68,1,42
Intensity Mean,22.1758,,Surface,5,,Image 1,Surface contact Area - cd68,1,42
Intensity Mean,1.14725,,Surface,6,,Image 1,Surface contact Area - cd68,1,42
Intensity Mean,5.5687,,Surface,7,,Image 1,Surface contact Area - cd68,1,42
Intensity Mean,0.288103,,Surface,1,,Image 1,Surface contact Area - cd68,1,43
Intensity Mean,7.01003,,Surface,2,,Image 1,Surface contact Area - cd68,1,43
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,43
Intensity Mean,8.93311,,Surface,4,,Image 1,Surface contact Area - cd68,1,43
Intensity Mean,8.93311,,Surface,5,,Image 1,Surface contact Area - cd68,1,43
Intensity Mean,0.288103,,Surface,6,,Image 1,Surface contact Area - cd68,1,43
Intensity Mean,6.90922,,Surface,7,,Image 1,Surface contact Area - cd68,1,43
Intensity Mean,0.243902,,Surface,1,,Image 1,Surface contact Area - cd68,1,44
Intensity Mean,2.2439,,Surface,2,,Image 1,Surface contact Area - cd68,1,44
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,44
Intensity Mean,4.93902,,Surface,4,,Image 1,Surface contact Area - cd68,1,44
Intensity Mean,4.93902,,Surface,5,,Image 1,Surface contact Area - cd68,1,44
Intensity Mean,0.243902,,Surface,6,,Image 1,Surface contact Area - cd68,1,44
Intensity Mean,2.2439,,Surface,7,,Image 1,Surface contact Area - cd68,1,44
Intensity Mean,0.421053,,Surface,1,,Image 1,Surface contact Area - cd68,1,45
Intensity Mean,4.36842,,Surface,2,,Image 1,Surface contact Area - cd68,1,45
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,45
Intensity Mean,2.36842,,Surface,4,,Image 1,Surface contact Area - cd68,1,45
Intensity Mean,2.36842,,Surface,5,,Image 1,Surface contact Area - cd68,1,45
Intensity Mean,0.421053,,Surface,6,,Image 1,Surface contact Area - cd68,1,45
Intensity Mean,4.36842,,Surface,7,,Image 1,Surface contact Area - cd68,1,45
Intensity Mean,0.37594,,Surface,1,,Image 1,Surface contact Area - cd68,1,46
Intensity Mean,7.13158,,Surface,2,,Image 1,Surface contact Area - cd68,1,46
Intensity Mean,0.451128,,Surface,3,,Image 1,Surface contact Area - cd68,1,46
Intensity Mean,10.0714,,Surface,4,,Image 1,Surface contact Area - cd68,1,46
Intensity Mean,10.0714,,Surface,5,,Image 1,Surface contact Area - cd68,1,46
Intensity Mean,0.37594,,Surface,6,,Image 1,Surface contact Area - cd68,1,46
Intensity Mean,6.37594,,Surface,7,,Image 1,Surface contact Area - cd68,1,46
Intensity Mean,0.409292,,Surface,1,,Image 1,Surface contact Area - cd68,1,47
Intensity Mean,13.1246,,Surface,2,,Image 1,Surface contact Area - cd68,1,47
Intensity Mean,0.296938,,Surface,3,,Image 1,Surface contact Area - cd68,1,47
Intensity Mean,14.5164,,Surface,4,,Image 1,Surface contact Area - cd68,1,47
Intensity Mean,14.5164,,Surface,5,,Image 1,Surface contact Area - cd68,1,47
Intensity Mean,0.401267,,Surface,6,,Image 1,Surface contact Area - cd68,1,47
Intensity Mean,12.8822,,Surface,7,,Image 1,Surface contact Area - cd68,1,47
Intensity Mean,0.4,,Surface,1,,Image 1,Surface contact Area - cd68,1,48
Intensity Mean,2.8,,Surface,2,,Image 1,Surface contact Area - cd68,1,48
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,48
Intensity Mean,12.4,,Surface,4,,Image 1,Surface contact Area - cd68,1,48
Intensity Mean,12.4,,Surface,5,,Image 1,Surface contact Area - cd68,1,48
Intensity Mean,0.4,,Surface,6,,Image 1,Surface contact Area - cd68,1,48
Intensity Mean,2.8,,Surface,7,,Image 1,Surface contact Area - cd68,1,48
Intensity Mean,1.31803,,Surface,1,,Image 1,Surface contact Area - cd68,1,49
Intensity Mean,5.02092,,Surface,2,,Image 1,Surface contact Area - cd68,1,49
Intensity Mean,0.00441706,,Surface,3,,Image 1,Surface contact Area - cd68,1,49
Intensity Mean,23.0914,,Surface,4,,Image 1,Surface contact Area - cd68,1,49
Intensity Mean,23.0914,,Surface,5,,Image 1,Surface contact Area - cd68,1,49
Intensity Mean,1.28816,,Surface,6,,Image 1,Surface contact Area - cd68,1,49
Intensity Mean,4.69499,,Surface,7,,Image 1,Surface contact Area - cd68,1,49
Intensity Mean,0.29709,,Surface,1,,Image 1,Surface contact Area - cd68,1,50
Intensity Mean,6.15263,,Surface,2,,Image 1,Surface contact Area - cd68,1,50
Intensity Mean,0.00510465,,Surface,3,,Image 1,Surface contact Area - cd68,1,50
Intensity Mean,7.74477,,Surface,4,,Image 1,Surface contact Area - cd68,1,50
Intensity Mean,7.74477,,Surface,5,,Image 1,Surface contact Area - cd68,1,50
Intensity Mean,0.293007,,Surface,6,,Image 1,Surface contact Area - cd68,1,50
Intensity Mean,6.10158,,Surface,7,,Image 1,Surface contact Area - cd68,1,50
Intensity Mean,0.176887,,Surface,1,,Image 1,Surface contact Area - cd68,1,51
Intensity Mean,1.12972,,Surface,2,,Image 1,Surface contact Area - cd68,1,51
Intensity Mean,0.0117925,,Surface,3,,Image 1,Surface contact Area - cd68,1,51
Intensity Mean,7.37264,,Surface,4,,Image 1,Surface contact Area - cd68,1,51
Intensity Mean,7.37264,,Surface,5,,Image 1,Surface contact Area - cd68,1,51
Intensity Mean,0.176887,,Surface,6,,Image 1,Surface contact Area - cd68,1,51
Intensity Mean,1.05189,,Surface,7,,Image 1,Surface contact Area - cd68,1,51
Intensity Mean,0.097166,,Surface,1,,Image 1,Surface contact Area - cd68,1,52
Intensity Mean,1.75708,,Surface,2,,Image 1,Surface contact Area - cd68,1,52
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,52
Intensity Mean,5.97571,,Surface,4,,Image 1,Surface contact Area - cd68,1,52
Intensity Mean,5.97571,,Surface,5,,Image 1,Surface contact Area - cd68,1,52
Intensity Mean,0.097166,,Surface,6,,Image 1,Surface contact Area - cd68,1,52
Intensity Mean,1.75708,,Surface,7,,Image 1,Surface contact Area - cd68,1,52
Intensity Mean,0.00632911,,Surface,1,,Image 1,Surface contact Area - cd68,1,53
Intensity Mean,3.70253,,Surface,2,,Image 1,Surface contact Area - cd68,1,53
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,53
Intensity Mean,7.51899,,Surface,4,,Image 1,Surface contact Area - cd68,1,53
Intensity Mean,7.51899,,Surface,5,,Image 1,Surface contact Area - cd68,1,53
Intensity Mean,0.00632911,,Surface,6,,Image 1,Surface contact Area - cd68,1,53
Intensity Mean,3.70253,,Surface,7,,Image 1,Surface contact Area - cd68,1,53
Intensity Mean,0.138298,,Surface,1,,Image 1,Surface contact Area - cd68,1,54
Intensity Mean,3.38298,,Surface,2,,Image 1,Surface contact Area - cd68,1,54
Intensity Mean,0.478723,,Surface,3,,Image 1,Surface contact Area - cd68,1,54
Intensity Mean,10.2979,,Surface,4,,Image 1,Surface contact Area - cd68,1,54
Intensity Mean,10.2979,,Surface,5,,Image 1,Surface contact Area - cd68,1,54
Intensity Mean,0.138298,,Surface,6,,Image 1,Surface contact Area - cd68,1,54
Intensity Mean,3.38298,,Surface,7,,Image 1,Surface contact Area - cd68,1,54
Intensity Median,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,0
Intensity Median,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,0
Intensity Median,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,0
Intensity Median,10.0005,,Surface,4,,Image 1,Surface contact Area - cd68,1,0
Intensity Median,10.0005,,Surface,5,,Image 1,Surface contact Area - cd68,1,0
Intensity Median,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,0
Intensity Median,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,0
Intensity Median,0.001,,Surface,1,,Image 1,Surface contact Area - cd68,1,1
Intensity Median,2.008,,Surface,2,,Image 1,Surface contact Area - cd68,1,1
Intensity Median,0.002,,Surface,3,,Image 1,Surface contact Area - cd68,1,1
Intensity Median,14,,Surface,4,,Image 1,Surface contact Area - cd68,1,1
Intensity Median,14,,Surface,5,,Image 1,Surface contact Area - cd68,1,1
Intensity Median,0.001,,Surface,6,,Image 1,Surface contact Area - cd68,1,1
Intensity Median,2.008,,Surface,7,,Image 1,Surface contact Area - cd68,1,1
Intensity Median,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,2
Intensity Median,6.9995,,Surface,2,,Image 1,Surface contact Area - cd68,1,2
Intensity Median,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,2
Intensity Median,23.499,,Surface,4,,Image 1,Surface contact Area - cd68,1,2
Intensity Median,23.499,,Surface,5,,Image 1,Surface contact Area - cd68,1,2
Intensity Median,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,2
Intensity Median,6.9995,,Surface,7,,Image 1,Surface contact Area - cd68,1,2
Intensity Median,0.999,,Surface,1,,Image 1,Surface contact Area - cd68,1,3
Intensity Median,11.992,,Surface,2,,Image 1,Surface contact Area - cd68,1,3
Intensity Median,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,3
Intensity Median,5.996,,Surface,4,,Image 1,Surface contact Area - cd68,1,3
Intensity Median,5.996,,Surface,5,,Image 1,Surface contact Area - cd68,1,3
Intensity Median,0.999,,Surface,6,,Image 1,Surface contact Area - cd68,1,3
Intensity Median,11.992,,Surface,7,,Image 1,Surface contact Area - cd68,1,3
Intensity Median,0.001,,Surface,1,,Image 1,Surface contact Area - cd68,1,4
Intensity Median,0.996,,Surface,2,,Image 1,Surface contact Area - cd68,1,4
Intensity Median,0.002,,Surface,3,,Image 1,Surface contact Area - cd68,1,4
Intensity Median,9,,Surface,4,,Image 1,Surface contact Area - cd68,1,4
Intensity Median,9,,Surface,5,,Image 1,Surface contact Area - cd68,1,4
Intensity Median,0.001,,Surface,6,,Image 1,Surface contact Area - cd68,1,4
Intensity Median,0.996,,Surface,7,,Image 1,Surface contact Area - cd68,1,4
Intensity Median,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,5
Intensity Median,0.0005,,Surface,2,,Image 1,Surface contact Area - cd68,1,5
Intensity Median,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,5
Intensity Median,5.999,,Surface,4,,Image 1,Surface contact Area - cd68,1,5
Intensity Median,5.999,,Surface,5,,Image 1,Surface contact Area - cd68,1,5
Intensity Median,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,5
Intensity Median,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,5
Intensity Median,0.99975,,Surface,1,,Image 1,Surface contact Area - cd68,1,6
Intensity Median,4.001,,Surface,2,,Image 1,Surface contact Area - cd68,1,6
Intensity Median,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,6
Intensity Median,5.999,,Surface,4,,Image 1,Surface contact Area - cd68,1,6
Intensity Median,5.999,,Surface,5,,Image 1,Surface contact Area - cd68,1,6
Intensity Median,0.99975,,Surface,6,,Image 1,Surface contact Area - cd68,1,6
Intensity Median,2.999,,Surface,7,,Image 1,Surface contact Area - cd68,1,6
Intensity Median,0.00025,,Surface,1,,Image 1,Surface contact Area - cd68,1,7
Intensity Median,2.9995,,Surface,2,,Image 1,Surface contact Area - cd68,1,7
Intensity Median,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,7
Intensity Median,14,,Surface,4,,Image 1,Surface contact Area - cd68,1,7
Intensity Median,14,,Surface,5,,Image 1,Surface contact Area - cd68,1,7
Intensity Median,0.00025,,Surface,6,,Image 1,Surface contact Area - cd68,1,7
Intensity Median,2.9995,,Surface,7,,Image 1,Surface contact Area - cd68,1,7
Intensity Median,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,8
Intensity Median,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,8
Intensity Median,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,8
Intensity Median,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,8
Intensity Median,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,8
Intensity Median,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,8
Intensity Median,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,8
Intensity Median,0.001,,Surface,1,,Image 1,Surface contact Area - cd68,1,9
Intensity Median,1.998,,Surface,2,,Image 1,Surface contact Area - cd68,1,9
Intensity Median,0.001,,Surface,3,,Image 1,Surface contact Area - cd68,1,9
